720	34.89110240
2160	64.83224549
3600	99.30563237
5040	68.14417625
6480	23.69790736
7920	109.53388630
9360	106.64818350
10800	89.21600890
12240	114.16706280
13680	104.11513710
15120	111.44309550
16560	88.53197693
18000	86.65499323
19440	116.08843260
20880	119.96461370
22320	118.29071150
23760	121.10770710
25200	89.88484015
26640	86.54798023
28080	111.61759970
29520	105.64311250
30960	86.89942065
32400	122.55481480
33840	90.16939745
35280	107.14615870
36720	114.03147250
38160	79.00903595
39600	122.78039330
41040	56.95219727
42480	106.72905120
43920	111.00409900
45360	135.07047160
46800	119.07750030
48240	134.46061910
49680	125.27817400
51120	144.17752110
52560	121.89936010
54000	129.07956760
55440	137.46306340
56880	75.07266001
58320	120.35010370
59760	137.83335270
61200	100.71200210
62640	80.59112587
64080	95.96208413
65520	122.38882300
66960	132.58120330
68400	134.15356470
69840	104.65810650
71280	163.58578810
72720	172.89531110
74160	172.50130870
75600	56.69439322
77040	62.66158406
78480	142.55955750
79920	156.59528540
81360	137.50744950
82800	76.40606631
84240	126.78851660
85680	180.66956240
87120	183.95717200
88560	189.12115730
90000	126.50274320
91440	135.82442680
92880	146.12503620
94320	94.07841211
95760	127.07489800
97200	127.60509870
98640	129.51917220
100080	118.01892280
101520	195.23184280
102960	70.54649651
104400	208.85958360
105840	205.01745210
107280	143.86256240
108720	162.03957180
110160	199.82914560
111600	219.70985060
113040	177.00254300
114480	237.37854830
115920	189.81552570
117360	152.32449380
118800	144.38364280
120240	45.05551336
121680	86.29078421
123120	193.68076230
124560	209.50774190
126000	118.17761820
127440	242.41423960
128880	199.37373240
130320	248.37839030
131760	224.91518190
133200	252.32753480
134640	220.86875280
136080	181.50803350
137520	222.68189350
138960	226.80615020
140400	150.17572140
141840	192.49936310
143280	265.18915980
144720	271.57102600
146160	269.23558890
147600	272.25140980
149040	260.81804350
150480	228.71475140
151920	270.41212390
153360	272.82721270
154800	254.36199790
156240	223.27776140
157680	158.24365040
159120	209.06813740
160560	266.54931940
162000	268.05175760
163440	233.21051350
164880	243.98660100
166320	240.66007760
167760	278.44965140
169200	274.25607950
170640	257.76878110
172080	265.31502170
173520	283.26462840
174960	269.26599030
176400	280.83798700
177840	284.59985880
179280	282.51188930
180720	285.89070310
182160	280.04876620
183600	271.25849940
185040	266.92629700
186480	285.42799350
187920	230.17462760
189360	198.72618210
190800	289.04515450
192240	299.04782990
193680	301.15039220
195120	289.23121120
196560	302.39441830
198000	302.12992600
199440	297.96128320
200880	276.18352950
202320	288.05954050
203760	223.38842250
205200	305.50326760
206640	307.79614270
208080	306.76614260
209520	289.52245680
210960	251.82834350
212400	222.79924300
213840	212.08699840
215280	263.65206400
216720	301.80827890
218160	287.92881440
219600	293.92944680
221040	301.69518570
222480	270.10202940
223920	285.10695450
225360	267.85901260
226800	238.75269250
228240	259.13380480
229680	282.17321740
231120	289.54373780
232560	275.46484000
234000	282.06924460
235440	317.96480990
236880	312.98688130
238320	317.94048880
239760	318.75524680
241200	312.37642080
242640	251.62404590
244080	253.35571080
245520	295.41668430
246960	268.34908350
248400	227.67684690
249840	316.01182260
251280	318.07121490
252720	297.74725720
254160	237.75917400
255600	264.59146790
257040	283.01472880
258480	294.23102890
259920	288.84389710
261360	276.98612700
262800	314.87967370
264240	298.29630680
265680	266.61073020
267120	309.32168600
268560	314.32575990
270000	314.81643880
271440	318.59898350
272880	317.84016410
274320	303.80382820
275760	286.69755680
277200	314.53127350
278640	311.71670990
280080	308.53489730
281520	296.02410470
282960	308.10015690
284400	313.01971480
285840	318.05844630
287280	313.92142100
288720	317.22787950
290160	313.85940210
291600	305.22296650
293040	306.81417690
294480	302.91975490
295920	271.36733650
297360	278.52018270
298800	286.17647650
300240	295.77055680
301680	297.47729260
303120	297.08207410
304560	284.45697210
306000	290.60535540
307440	288.45597500
308880	289.80154190
310320	282.39940400
311760	281.92696590
313200	275.09637470
314640	252.85955970
316080	263.86000970
317520	233.85745570
318960	261.80122550
320400	263.42891750
321840	248.67267600
323280	263.80224700
324720	241.35748620
326160	243.56219720
327600	255.05332620
329040	270.17377670
330480	277.23359460
331920	273.69304520
333360	273.54225410
334800	224.76195870
336240	235.87915020
337680	221.26701140
339120	252.14269420
340560	265.84826260
342000	266.31218830
343440	267.87482130
344880	269.84544140
346320	268.45670450
347760	261.44127270
349200	258.98605390
350640	257.08535710
352080	254.34558110
353520	225.04773210
354960	249.38954150
356400	248.23489560
357840	239.82829470
359280	223.73803890
360720	204.83565160
362160	209.92424140
363600	224.51935540
365040	234.97562000
366480	214.21935410
367920	188.91260350
369360	231.14382490
370800	230.79968080
372240	229.32825210
373680	231.14625700
375120	228.79440310
376560	226.01753740
378000	213.52741770
379440	115.76131330
380880	106.32167220
382320	155.77566310
383760	193.50078590
385200	202.49474220
386640	65.92730466
388080	172.58339250
389520	169.41313240
390960	145.84108690
392400	165.15632540
393840	169.66303200
395280	144.33500050
396720	143.19312310
398160	191.40795210
399600	173.51124390
401040	178.85155740
402480	174.21047650
